Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime,Speaker_ID,Listener_ID,Relationship_ID,Has_Entities,Entities,Has_Dialogue_Acts,Dialogue_Acts,Dialogue_Act_Dimension,Dialogue_Act_Comm_Func
Thats right.,Monica,neutral,neutral,313,5,163,5,6,25,"0:07:01,337","0:07:04,149",144,108,36,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
Chandler,Joey,neutral,neutral,313,6,163,6,6,25,"0:07:04,149","0:07:04,346",108,144,36,True,"[('Chandler', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
You just told me that he hates marriage!,Monica,surprise,negative,313,7,163,7,6,25,"00:07:09,429","00:07:11,555",144,108,36,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
That-that hes a-a complex fellow whos unlikely to take a wife!,Monica,anger,negative,313,8,163,8,6,25,"00:07:11,806","00:07:15,308",144,108,36,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
That-that hes against marriage and always will be!,Monica,anger,negative,313,9,163,9,6,25,"00:07:15,560","00:07:18,103",144,108,36,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
You got,Joey,neutral,neutral,313,10,163,10,6,25,"00:07:18,563","00:07:20,730",108,144,36,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"You know you probably didn't know this, but back in high school, I had a, um, major crush on you.",Ross,fear,negative,314,0,164,0,1,1,"00:20:43,492","00:20:49,080",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
I knew.,Rachel,neutral,neutral,314,1,164,1,1,1,"00:20:50,540","00:20:51,707",185,197,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
You did! Oh.... I always figured you just thought I was Monica's geeky older brother.,Ross,surprise,positive,314,2,164,2,1,1,"00:20:52,084","00:20:58,138",197,185,5,True,"[('Monica', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
I did.,Rachel,neutral,neutral,314,3,164,3,1,1,"0:20:58,882","0:20:59,684",185,197,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Oh.,Ross,sadness,negative,314,4,164,4,1,1,"0:20:59,684","0:21:00,931",197,185,5,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"Listen, do you think- and try not to let my intense vulnerability become any kind of a factor herebut do you think it would be okay if I asked you out?",Ross,fear,negative,314,5,164,5,1,1,"00:21:05,514","00:21:16,983",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'PropQ'}]",Task,PropQ
Sometime?,Ross,neutral,neutral,314,6,164,6,1,1,"0:21:13,105","0:21:15,817",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Maybe?,Ross,neutral,neutral,314,7,164,7,1,1,"0:21:15,817","0:21:17,031",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yeah, maybe...",Rachel,joy,positive,314,8,164,8,1,1,"00:21:18,235","00:21:21,821",185,197,5,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"Okay... okay, maybe I will...",Ross,joy,positive,314,9,164,9,1,1,"00:21:20,529","00:21:31,872",197,185,5,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"Well, I just thought itd make me feel good to do something nice for my friend.",Chandler,neutral,neutral,315,0,165,0,4,7,"00:14:12,852","00:14:16,531",29,108,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Well, youre amazing.",Joey,joy,positive,315,1,165,1,4,7,"00:14:16,730","00:14:18,106",108,29,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Oh no-no-no.,Chandler,neutral,neutral,315,2,165,2,4,7,"00:14:18,566","00:14:21,651",29,108,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"A TV as if it appears from nowhere! Thats the dream! Man, how did you afford this stuff?",Joey,surprise,positive,315,3,165,3,4,7,"00:14:24,196","00:14:31,953",108,29,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Well, yknow Im 29. I mean who needs a savings account.",Chandler,neutral,neutral,315,4,165,4,4,7,"00:14:32,162","00:14:35,206",29,108,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, you are the best friends anyone has ever had.",Joey,joy,positive,315,5,165,5,4,7,"00:14:35,624","00:14:38,167",108,29,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'PropQ'}]",Task,PropQ
"Oh, I dont know.",Chandler,fear,negative,315,6,165,6,4,7,"00:14:38,961","00:14:41,045",29,108,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh-no-no-no, you are!",Joey,joy,positive,315,7,165,7,4,7,"00:14:41,255","00:14:42,463",108,29,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"You do this, you give me the great advice, and hey listen, I was thinking about what you said yesterday about focusing on one woman, Im gonna do that.",Joey,joy,positive,315,8,165,8,4,7,"00:14:42,673","00:14:50,513",108,29,7,True,"[('yesterday', 'DATE'), ('one', 'CARDINAL')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
You mean with Casey.,Chandler,neutral,neutral,315,9,165,9,4,7,"00:14:50,931","00:14:51,671",29,108,7,True,"[('Casey', 'ORG')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"No-no-no, I think Im gonna see how things go with Kathy. Shes pretty cool.",Joey,neutral,neutral,315,10,165,10,4,7,"00:14:52,141","00:14:55,518",108,29,7,True,"[('Kathy', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Or Casey.,Chandler,neutral,neutral,315,11,165,11,4,7,"0:14:55,895","0:14:56,527",29,108,7,True,"[('Casey', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"No-no, Kathy.",Joey,neutral,neutral,315,12,165,12,4,7,"0:14:56,527","0:14:58,200",108,29,7,True,"[('Kathy', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Could be Casey.,Chandler,neutral,neutral,315,13,165,13,4,7,"00:14:58,314","00:14:59,314",29,108,7,True,"[('Casey', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"No. No, Kathy.",Joey,neutral,neutral,315,14,165,14,4,7,"00:14:59,523","00:15:00,607",108,29,7,True,"[('Kathy', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Consider Casey.,Chandler,neutral,neutral,315,15,165,15,4,7,"00:15:00,774","00:15:01,774",29,108,7,True,"[('Consider Casey', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
I think somebodys got a little crush on Casey.,Joey,joy,positive,315,16,165,16,4,7,"00:15:03,569","00:15:07,030",108,29,7,True,"[('somebody\x92s', 'ORG'), ('Casey', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
How bout I fix you two up?,Joey,joy,positive,315,17,165,17,4,7,"0:15:07,323","0:15:08,375",108,29,7,True,"[('two', 'CARDINAL')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
What do you think?,Joey,joy,positive,315,18,165,18,4,7,"0:15:08,375","0:15:10,097",108,29,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
That all the pieces of my life are falling right into place!,Chandler,joy,positive,315,19,165,19,4,7,"00:15:10,326","00:15:14,621",29,108,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Hey, anybody got a length of rope about six feet long with a little nouse at the end?",Chandler,neutral,neutral,316,0,166,0,3,11,"00:02:36,156","00:02:40,242",29,144,2,True,"[('about six feet', 'QUANTITY')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Honey, whats the matter?",Monica,neutral,neutral,316,1,166,1,3,11,"0:02:41,451","0:02:42,293",144,29,2,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
I just saw Janice.,Chandler,neutral,neutral,316,2,166,2,3,11,"0:02:42,293","0:02:42,433",29,144,2,True,"[('Janice', 'ORG')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Cause every time I see your face, I cant help but fall from grace. I know.....",Singer,joy,positive,317,0,167,0,3,14,"00:00:10,135","00:00:18,100",205,108,101,True,"[('grace', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Wow! This girl is good.,Joey,surprise,positive,317,1,167,1,3,14,"00:00:18,268","00:00:19,852",108,205,101,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"Okay, my next songs called: Phoebe Buffay, What Can I Say.",Singer,neutral,neutral,317,2,167,10,3,14,"00:01:02,979","00:01:08,692",205,108,101,True,"[('Phoebe Buffay', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Commissive'}]",Task,Commissive
"I Really Loved When We Were Singing Partners, And I Shouldnt Have Left You That Way.",Singer,neutral,neutral,317,3,167,11,3,14,"00:01:05,815","00:01:12,321",205,108,101,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Wow! This girl is good.,Joey,surprise,positive,318,0,167,1,3,14,"00:00:18,268","00:00:19,852",108,178,4,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",Phoebe,anger,negative,318,1,167,2,3,14,"00:00:20,020","00:00:23,856",178,108,4,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Say you'll stay beside me,Joey,sadness,negative,318,2,167,8,3,14,"00:00:49,247","00:00:52,801",108,178,4,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Okay, see, see, everyone else is happy shes done.",Phoebe,anger,negative,318,3,167,9,3,14,"00:00:57,807","00:01:01,018",178,108,4,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",Phoebe,anger,negative,319,0,167,2,3,14,"00:00:20,020","00:00:23,856",178,29,3,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
I like her.,Chandler,neutral,neutral,319,1,167,3,3,14,"00:00:26,192","00:00:27,234",29,178,3,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Why? Because she can sing and play guitar and do both at the same time?,Phoebe,neutral,neutral,319,2,167,4,3,14,"00:00:27,402","00:00:31,655",178,29,3,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Well, thats pretty much all Im looking for from these people.",Chandler,neutral,neutral,319,3,167,5,3,14,"00:00:32,741","00:00:35,492",29,178,3,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Well, thats pretty much all Im looking for from these people.",Chandler,neutral,neutral,320,0,167,5,3,14,"00:00:32,741","00:00:35,492",29,144,2,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Look at you. All jealous.,Monica,anger,negative,320,1,167,6,3,14,"00:00:36,369","00:00:38,412",144,29,2,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Directive'}]",Task,Directive
Look at you. All jealous.,Monica,anger,negative,321,0,167,6,3,14,"00:00:36,369","00:00:38,412",144,197,13,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Directive'}]",Task,Directive
"Yeah Pheebs, come on, you two have completely different styles. Y'know, shes more.. y'know, and youre more",Ross,neutral,neutral,321,1,167,7,3,14,"00:00:38,580","00:00:47,880",197,144,13,True,"[('Pheebs', 'PERSON'), ('two', 'CARDINAL')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yeah Pheebs, come on, you two have completely different styles. Y'know, shes more.. y'know, and youre more",Ross,neutral,neutral,322,0,167,7,3,14,"00:00:38,580","00:00:47,880",197,108,8,True,"[('Pheebs', 'PERSON'), ('two', 'CARDINAL')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Say you'll stay beside me,Joey,sadness,negative,322,1,167,8,3,14,"00:00:49,247","00:00:52,801",108,197,8,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Okay, see, see, everyone else is happy shes done.",Phoebe,anger,negative,323,0,167,9,3,14,"00:00:57,807","00:01:01,018",178,205,102,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Okay, my next songs called: Phoebe Buffay, What Can I Say.",Singer,neutral,neutral,323,1,167,10,3,14,"00:01:02,979","00:01:08,692",205,178,102,True,"[('Phoebe Buffay', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Commissive'}]",Task,Commissive
"I Really Loved When We Were Singing Partners, And I Shouldnt Have Left You That Way.",Singer,neutral,neutral,323,2,167,11,3,14,"00:01:05,815","00:01:12,321",205,178,102,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh no, one of those look for the hidden meaning songs.",Phoebe,neutral,neutral,323,3,167,12,3,14,"00:01:14,657","00:01:18,387",178,205,102,True,"[('\x91look', 'ORG')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yes, hello.",Ross,neutral,neutral,324,0,168,0,5,24,"0:05:44,177","0:05:45,309",197,185,5,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",SocialObligationManagement,Salutation
I have a question.,Ross,neutral,neutral,324,1,168,1,5,24,"0:05:45,309","0:05:46,226",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Umm, I used your pen to draw on my friend's face.",Ross,neutral,neutral,324,2,168,2,5,24,"00:05:46,346","00:05:51,558",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
A beard and a moustache.,Ross,neutral,neutral,324,3,168,3,5,24,"00:05:52,393","00:05:54,478",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Thank you.,Ross,neutral,neutral,324,4,168,4,5,24,"00:05:57,190","00:05:59,358",197,185,5,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Thanking'}]",SocialObligationManagement,Thanking
"No,",Ross,neutral,neutral,324,5,168,5,5,24,"00:06:00,526","00:06:02,694",197,185,5,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
What?! What else did he say?,Rachel,surprise,negative,324,6,168,6,5,24,"00:06:24,300","00:06:26,134",185,197,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"Umm, he said he thought I was funny.",Ross,neutral,neutral,324,7,168,7,5,24,"00:06:26,344","00:06:29,596",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"So Okay, look-look umm, let's just go downstairs, we'll have some fun, and you will forget all about it.",Ross,neutral,neutral,324,8,168,8,5,24,"00:06:31,599","00:06:38,230",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Ross, no! There is",Rachel,anger,negative,324,9,168,9,5,24,"00:06:38,439","00:06:41,525",185,197,5,True,"[('Ross', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, come on! Rach, it's-it's not that bad.",Ross,neutral,neutral,324,10,168,10,5,24,"00:06:41,734","00:06:43,819",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Ross, I am a human doodle!!",Rachel,anger,negative,324,11,168,11,5,24,"00:06:44,070","00:06:46,071",185,197,5,True,"[('Ross', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Look, just because some idiot drew on your face doesn't mean you shouldn't have any fun!",Ross,neutral,neutral,324,12,168,12,5,24,"00:06:47,532","00:06:51,785",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"And besides, hey-hey-hey no one is even gonna",Ross,neutral,neutral,324,13,168,13,5,24,"00:06:52,036","00:06:54,246",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Okay, there was",Ross,neutral,neutral,324,14,168,14,5,24,"00:07:15,017","00:07:17,727",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Come on!,Ross,joy,positive,325,0,169,0,6,15,"00:03:40,762","00:03:42,262",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh wait, dont you have to pay for your,  Busty Ladies?",Rachel,joy,positive,325,1,169,1,6,15,"00:03:42,430","00:03:46,350",185,197,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Directive'}]",Task,Directive
"No, its okay. Some-some kid asked me to pick it up for him, but I dont",Ross,neutral,neutral,325,2,169,2,6,15,"00:03:48,853","00:03:53,315",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Oh my God!!! What are you doing?!!,Monica,surprise,negative,326,0,170,0,3,6,"00:12:38,674","00:12:41,843",144,108,36,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"You said, you wanna come in for some lemonade?",Joey,neutral,neutral,326,1,170,1,3,6,"00:12:42,136","00:12:44,846",108,144,36,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
So?!,Monica,disgust,negative,326,2,170,2,3,6,"00:12:45,055","00:12:46,347",144,108,36,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Whoa, ah!! Were you just gonna give me some lemonade?",Joey,surprise,negative,326,3,170,3,3,6,"00:12:47,892","00:12:51,269",108,144,36,True,"[('Whoa', 'ORG')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Yeah huh!! Cover yourself up!,Monica,disgust,negative,326,4,170,4,3,6,"00:12:51,937","00:12:53,021",144,108,36,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"Oh right, right.",Joey,neutral,neutral,326,5,170,5,3,6,"00:12:53,522","00:12:54,731",108,144,36,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"I dont believe this! When someone asks you in for lemonade, and to you that means they wanna have sex?",Monica,disgust,negative,326,6,170,6,3,6,"00:12:54,982","00:13:00,528",144,108,36,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Well usually...yeah!,Joey,surprise,positive,326,7,170,7,3,6,"00:13:00,696","00:13:03,656",108,144,36,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Well, not just lemonade, iced tea, sometimes juice.",Joey,neutral,neutral,326,8,170,8,3,6,"00:13:03,866","00:13:06,034",108,144,36,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Well, sorry, I just, I thought you liked me.",Joey,neutral,neutral,326,9,170,9,3,6,"00:13:07,870","00:13:12,040",108,144,36,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}, {'dimension': 'SocialObligationManagement', 'communicative_function': 'Apology'}]",Task,Statement
Im such a jerk.,Joey,sadness,negative,326,10,170,10,3,6,"00:13:12,249","00:13:14,083",108,144,36,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Its okay. I suppose it could happen to anyone, not anyone I know, but... By the way I can still see it.",Monica,neutral,neutral,326,11,170,11,3,6,"00:13:16,337","00:13:23,009",144,108,36,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Hmmm... this is so nice.,Rachel,joy,positive,327,0,171,0,1,7,"00:12:24,452","00:12:26,244",185,197,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.",Ross,neutral,neutral,327,1,171,1,1,7,"00:12:30,875","00:12:42,093",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
OK.,Rachel,neutral,neutral,327,2,171,2,1,7,"00:12:42,928","00:12:44,721",185,197,5,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"OK. Here goes. For a while now, I've been wanting to, um....",Ross,neutral,neutral,327,3,171,3,1,7,"00:12:45,306","00:12:53,354",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Ohhh!!!!,Rachel,surprise,positive,327,4,171,4,1,7,"0:12:53,731","0:12:55,253",185,197,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yes, yes, that's right...",Ross,neutral,neutral,327,5,171,5,1,7,"0:12:55,253","0:12:56,249",197,185,5,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"Oh, look at the little cat!",Rachel,surprise,positive,327,6,171,6,1,7,"00:12:56,400","00:12:58,735",185,197,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
What?  Ow!,Ross,surprise,negative,327,7,171,7,1,7,"00:12:58,986","00:13:02,113",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"Well, I was probably going to do it at some point.",David,neutral,neutral,328,0,172,0,9,23,"00:06:16,125","00:06:18,585",39,29,103,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
I didn't mean,Chandler,neutral,neutral,328,1,172,1,9,23,"0:06:18,753","0:06:19,635",29,39,103,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
It's brilliant!,David,joy,positive,328,2,172,3,9,23,"0:06:20,762","0:06:21,796",39,29,103,False,[],False,[],,
"Goodbye Mike, we'll see you at the wedding, fella!",David,joy,positive,328,3,172,4,9,23,"00:06:21,881","00:06:25,008",39,29,103,True,"[('Mike', 'PERSON')]",True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",SocialObligationManagement,Salutation
"well, we probably won't invite you to the wedding...",David,neutral,neutral,328,4,172,5,9,23,"00:06:25,176","00:06:27,844",39,29,103,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Thank you, Chandler.",David,neutral,neutral,328,5,172,6,9,23,"0:06:28,012","0:06:29,484",39,29,103,True,"[('Chandler', 'PERSON')]",True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Thanking'}]",SocialObligationManagement,Thanking
Sincerely.,David,neutral,neutral,328,6,172,7,9,23,"0:06:29,484","0:06:31,448",39,29,103,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Well, you're welcome! Glad I could help.",Chandler,joy,positive,328,7,172,8,9,23,"00:06:31,557","00:06:33,183",29,39,103,True,"[('Glad', 'PERSON')]",True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",SocialObligationManagement,Salutation
"David, I'm pretending to",Chandler,neutral,neutral,328,8,172,10,9,23,"0:06:36,313","0:06:38,091",29,39,103,True,"[('David', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Okay, you have 19 questions left. Use them wisely.  Come on Joey! You cant win if you dont ask any",Phoebe,joy,positive,329,0,173,0,6,1,"00:10:25,791","00:10:36,051",178,108,4,True,"[('19', 'CARDINAL'), ('Joey', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Directive'}]",Task,Directive
What?!,Joey,surprise,negative,329,1,173,1,6,1,"0:10:40,306","0:10:41,558",108,178,4,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"Well, you promised me a fun road trip!",Phoebe,joy,positive,329,2,173,2,6,1,"0:10:41,558","0:10:43,102",178,108,4,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Weve been on the road six hours and youve been asleep for five and a half!,Phoebe,anger,negative,329,3,173,3,6,1,"0:10:40,306","0:10:47,118",178,108,4,True,"[('six hours', 'TIME'), ('you\x92ve', 'PERSON'), ('five and a half', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
We are switching at the next rest stop and,Phoebe,anger,negative,329,4,173,4,6,1,"0:10:47,118","0:10:54,494",178,108,4,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
All right. All right.,Joey,neutral,neutral,329,5,173,5,6,1,"00:10:55,404","00:10:56,488",108,178,4,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",SocialObligationManagement,Salutation
Yeah! And until then you are going to sing to me because the radios broken and you are selfish but have a nice voice.,Phoebe,anger,negative,329,6,173,6,6,1,"00:10:56,697","00:11:04,120",178,108,4,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Really? I dont,Joey,surprise,negative,329,7,173,7,6,1,"0:11:05,206","0:11:06,041",108,178,4,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Sing!!,Phoebe,anger,negative,329,8,173,8,6,1,"0:11:06,041","0:11:06,692",178,108,4,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Well, you promised me a fun road trip!",Phoebe,joy,positive,330,0,173,2,6,1,"0:10:41,558","0:10:43,102",178,86,104,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Weve been on the road six hours and youve been asleep for five and a half!,Phoebe,anger,negative,330,1,173,3,6,1,"0:10:40,306","0:10:47,118",178,86,104,True,"[('six hours', 'TIME'), ('you\x92ve', 'PERSON'), ('five and a half', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
We are switching at the next rest stop and,Phoebe,anger,negative,330,2,173,4,6,1,"0:10:47,118","0:10:54,494",178,86,104,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Sing!!,Phoebe,anger,negative,330,3,173,8,6,1,"0:11:06,041","0:11:06,692",178,86,104,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Morning!,Hitchhiker,joy,positive,330,4,173,10,6,1,"00:11:42,410","00:11:43,702",86,178,104,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
